23 A12 12 A34 A41 2338 A62 A72 3 A93 A101 4 A122 39 A143 A152 1 A173 1 A191 A201 1
24 A14 10 A34 A42 6787 A65 A73 2 A94 A101 1 A123 40 A143 A152 2 A173 1 A191 A202 1
25 A11 6 A32 A42 1602 A61 A73 1 A93 A101 2 A121 63 A141 A152 1 A172 1 A192 A201 1
26 A14 6 A30 A43 2332 A61 A75 4 A94 A101 4 A123 53 A143 A152 1 A172 1 A191 A201 1
27 A13 12 A31 A43 5715 A64 A73 3 A92 A101 3 A121 84 A143 A151 2 A173 1 A191 A201 1
28 A12 7 A32 A43 6387 A61 A73 3 A93 A103 2 A121 51 A143 A152 1 A173 1 A191 A201 1
29 A11 60 A33 A49 16303 A61 A75 3 A93 A101 4 A124 21 A143 A152 2 A173 1 A192 A201 2
30 A12 18 A32 A49 4309 A64 A72 3 A94 A101 3 A121 55 A141 A152 1 A173 1 A192 A201 1
31 A11 24 A32 A42 5228 A61 A73 2 A93 A101 2 A123 51 A142 A152 1 A173 1 A191 A201 1
32 A12 18 A32 A40 6919 A62 A73 2 A93 A101 2 A123 66 A143 A152 2 A173 1 A192 A201 1
33 A14 12 A34 A49 8120 A65 A75 4 A93 A101 4 A124 57 A143 A151 1 A172 1 A191 A201 1
34 A13 12 A32 A42 3058 A61 A72 4 A92 A101 1 A122 55 A141 A152 1 A174 1 A192 A201 1
35 A12 45 A34 A43 10327 A61 A72 4 A93 A101 2 A122 45 A143 A152 2 A172 1 A191 A201 2
36 A14 48 A34 A46 6679 A61 A73 1 A93 A101 3 A124 82 A141 A153 1 A173 1 A192 A201 1
37 A13 18 A32 A43 6740 A61 A73 4 A93 A102 2 A121 34 A142 A152 1 A173 1 A191 A201 2
38 A13 10 A32 A44 2093 A61 A73 2 A93 A101 2 A123 54 A143 A152 1 A173 1 A192 A201 1
39 A12 9 A32 A43 6560 A61 A73 4 A93 A101 3 A121 41 A143 A152 1 A173 1 A191 A201 1
40 A14 30 A32 A43 6155 A63 A75 4 A93 A101 2 A123 44 A141 A152 1 A174 1 A191 A201 1
41 A12 12 A32 A43 6344 A63 A73 3 A91 A101 1 A123 60 A143 A152 1 A173 1 A192 A201 1
42 A12 18 A33 A45 5584 A61 A73 2 A93 A101 4 A121 44 A143 A152 1 A172 2 A192 A201 1
43 A11 30 A34 A41 7637 A62 A74 1 A94 A101 4 A123 71 A143 A151 2 A173 1 A191 A201 1
44 A11 48 A34 A41 17807 A61 A75 4 A92 A101 4 A124 40 A142 A153 2 A172 1 A191 A201 2
45 A14 11 A34 A40 7619 A61 A72 4 A92 A101 4 A123 43 A143 A152 2 A174 1 A191 A201 1
46 A14 36 A32 A43 1623 A63 A75 4 A93 A101 4 A123 45 A143 A152 1 A173 1 A191 A201 1
47 A11 6 A32 A41 6581 A63 A71 1 A92 A101 2 A122 70 A143 A151 1 A171 1 A192 A201 1
48 A14 11 A34 A40 2655 A61 A73 1 A93 A101 4 A122 88 A143 A152 2 A172 1 A191 A201 1
49 A14 12 A32 A43 4942 A62 A73 4 A92 A102 2 A121 63 A143 A152 1 A173 1 A191 A201 1
50 A12 24 A33 A42 2650 A65 A72 4 A93 A101 2 A122 70 A141 A152 1 A172 1 A191 A201 1
51 A12 27 A33 A41 6514 A61 A75 1 A93 A101 2 A123 74 A143 A152 2 A174 1 A192 A201 1
52 A14 12 A32 A43 6706 A61 A73 3 A93 A101 2 A123 45 A143 A152 1 A173 1 A191 A201 1
53 A14 18 A32 A41 7033 A65 A73 2 A93 A101 1 A122 89 A143 A152 1 A173 1 A192 A201 1
54 A12 36 A33 A40 14630 A61 A75 4 A93 A101 4 A124 38 A141 A153 2 A173 1 A192 A201 2
55 A14 6 A31 A40 3889 A65 A73 1 A93 A103 2 A121 65 A142 A152 1 A172 2 A191 A201 1
56 A12 12 A32 A43 17243 A65 A71 2 A93 A101 1 A124 44 A143 A152 1 A174 1 A192 A201 2
57 A14 36 A34 A43 6784 A61 A73 2 A92 A101 2 A123 94 A142 A152 2 A173 1 A191 A201 1
58 A13 18 A32 A40 8825 A61 A75 3 A92 A101 2 A123 81 A143 A152 1 A174 1 A191 A201 1
59 A11 36 A34 A42 10467 A61 A72 4 A92 A102 4 A124 38 A143 A151 2 A172 1 A192 A201 2
60 A12 9 A32 A49 6910 A61 A73 2 A94 A101 1 A121 77 A141 A152 1 A173 1 A192 A201 1
61 A12 15 A34 A43 4796 A65 A75 4 A93 A103 4 A121 37 A143 A152 2 A173 1 A192 A201 1
62 A12 36 A30 A49 19615 A61 A75 4 A93 A101 4 A124 26 A143 A153 1 A174 1 A192 A201 2
63 A12 48 A30 A49 17809 A61 A73 2 A93 A101 2 A123 45 A143 A152 1 A173 1 A192 A201 2
64 A14 24 A32 A43 8827 A61 A72 4 A92 A101 4 A122 96 A143 A152 1 A173 1 A192 A201 1
65 A14 27 A32 A45 2793 A65 A75 4 A93 A101 4 A122 77 A143 A152 4 A173 2 A192 A201 1
66 A14 12 A32 A43 2794 A61 A72 2 A92 A101 2 A123 75 A141 A152 1 A173 1 A191 A201 1
67 A12 12 A32 A40 6782 A64 A73 4 A94 A101 1 A121 66 A143 A152 1 A173 1 A191 A201 1
68 A14 36 A32 A46 6074 A61 A73 4 A93 A101 4 A124 38 A142 A153 1 A173 1 A192 A201 2
69 A14 36 A32 A43 4403 A65 A73 4 A92 A101 4 A123 79 A143 A152 1 A173 1 A191 A201 1
70 A14 36 A32 A41 3989 A61 A73 1 A92 A101 2 A122 90 A141 A152 1 A173 1 A191 A201 1
71 A14 7 A34 A43 2950 A65 A75 4 A93 A101 2 A122 72 A143 A151 2 A172 1 A192 A201 1
72 A11 8 A34 A410 5637 A61 A75 3 A93 A101 4 A124 50 A141 A153 2 A174 2 A192 A201 1
73 A12 42 A34 A49 3300 A61 A74 2 A92 A101 1 A121 94 A141 A152 2 A172 1 A191 A201 1
74 A11 36 A32 A46 14670 A65 A75 4 A93 A101 4 A124 31 A143 A152 1 A174 1 A192 A201 2
75 A11 12 A34 A41 3569 A61 A75 4 A93 A101 4 A124 93 A143 A153 2 A174 1 A191 A201 1
76 A11 42 A32 A43 19644 A61 A72 4 A93 A101 3 A123 48 A143 A152 1 A173 1 A191 A201 2
77 A12 11 A33 A43 7904 A61 A74 2 A93 A101 4 A122 75 A143 A152 1 A173 1 A191 A201 1
78 A14 54 A30 A41 5719 A65 A73 2 A93 A101 2 A122 65 A143 A152 1 A172 2 A191 A201 1
79 A12 30 A32 A42 8837 A61 A72 2 A94 A101 1 A122 91 A143 A152 1 A173 1 A191 A201 1
80 A14 24 A32 A43 15901 A65 A72 1 A92 A101 1 A123 37 A143 A152 2 A173 1 A192 A201 2
81 A14 15 A32 A43 6401 A63 A75 4 A93 A101 3 A122 73 A142 A152 1 A173 1 A192 A201 1
82 A14 18 A32 A49 3843 A62 A73 3 A92 A101 4 A122 57 A143 A151 1 A172 1 A191 A201 1
83 A11 24 A32 A410 7500 A61 A75 4 A92 A103 4 A121 72 A143 A152 1 A172 1 A192 A201 1
84 A11 10 A32 A43 1840 A61 A75 3 A93 A101 4 A121 73 A143 A152 1 A172 1 A191 A201 1
85 A14 12 A34 A49 7405 A61 A73 4 A92 A103 2 A121 98 A143 A152 2 A174 1 A192 A201 1
86 A12 18 A34 A42 933 A61 A72 4 A92 A101 1 A122 38 A143 A152 2 A173 1 A191 A201 1
87 A12 36 A32 A46 12507 A62 A73 1 A93 A101 4 A124 19 A143 A153 1 A173 2 A192 A201 2
88 A11 18 A32 A40 4313 A62 A74 4 A93 A101 3 A123 73 A143 A152 1 A174 2 A192 A201 1
89 A11 12 A30 A45 19705 A61 A74 4 A93 A101 3 A121 31 A143 A152 2 A173 1 A191 A201 2
90 A14 12 A34 A43 5109 A61 A75 4 A93 A101 4 A121 59 A143 A152 1 A173 1 A191 A201 1
91 A11 12 A34 A41 5794 A61 A75 4 A93 A101 3 A121 61 A143 A152 1 A173 1 A191 A201 1
92 A14 12 A34 A43 19487 A65 A75 4 A92 A101 3 A122 49 A141 A152 1 A172 2 A191 A201 2
93 A13 24 A34 A42 8444 A65 A75 4 A93 A102 4 A124 44 A143 A151 2 A173 1 A191 A201 1
94 A12 12 A32 A40 7864 A64 A75 4 A93 A101 4 A121 80 A143 A152 1 A173 1 A192 A201 1
95 A12 54 A30 A49 18808 A61 A72 3 A93 A101 4 A124 37 A143 A151 1 A173 1 A192 A201 2
96 A14 12 A34 A46 2611 A65 A74 4 A92 A101 2 A123 82 A143 A152 1 A173 1 A191 A201 1
97 A12 18 A32 A49 1645 A62 A73 4 A93 A101 4 A123 44 A143 A152 1 A173 1 A191 A201 1
98 A12 36 A34 A43 2917 A61 A75 4 A93 A101 4 A121 36 A143 A152 1 A173 1 A191 A201 1
99 A12 20 A33 A41 1510 A65 A74 3 A93 A101 4 A122 64 A141 A151 2 A174 2 A192 A201 1
100 A14 24 A32 A40 1358 A62 A75 4 A94 A101 4 A121 98 A143 A151 1 A172 1 A191 A201 1
101 A12 36 A32 A43 4718 A61 A74 4 A93 A101 4 A123 91 A143 A151 1 A173 1 A191 A201 1
102 A14 6 A33 A43 920 A61 A73 3 A92 A101 2 A121 75 A143 A152 1 A173 1 A191 A201 1
103 A12 9 A34 A42 8094 A61 A74 4 A93 A101 3 A123 83 A143 A151 1 A173 1 A192 A201 1
104 A14 12 A32 A41 3018 A65 A72 2 A94 A101 4 A123 70 A143 A151 1 A173 1 A192 A201 1
105 A12 24 A34 A410 7270 A61 A73 2 A93 A102 3 A123 22 A143 A152 2 A174 2 A192 A201 2
106 A14 18 A31 A40 17549 A61 A75 2 A93 A101 4 A124 40 A141 A152 2 A174 2 A192 A201 2
107 A12 12 A32 A40 7285 A61 A74 2 A93 A101 2 A123 37 A143 A152 1 A173 1 A191 A201 1
108 A11 24 A32 A42 920 A65 A72 1 A92 A101 2 A122 41 A143 A152 1 A173 1 A192 A202 1
109 A12 14 A32 A49 844 A63 A75 1 A94 A101 2 A121 42 A143 A152 1 A173 1 A192 A201 1
110 A12 6 A33 A49 476 A62 A75 1 A91 A101 2 A123 62 A141 A152 2 A173 2 A191 A201 1
111 A13 15 A32 A46 6720 A61 A72 4 A92 A101 4 A122 93 A143 A151 1 A173 1 A192 A201 1
112 A12 18 A32 A40 6789 A61 A74 3 A93 A101 3 A121 51 A143 A151 1 A172 1 A191 A201 1
113 A14 36 A34 A40 19837 A61 A73 4 A92 A101 2 A121 22 A142 A152 2 A173 1 A192 A201 2
114 A11 12 A32 A43 5242 A63 A75 3 A94 A101 1 A121 51 A143 A152 1 A173 1 A191 A201 1
115 A14 48 A34 A43 2019 A65 A75 4 A93 A101 1 A121 38 A143 A152 1 A173 1 A192 A201 1
116 A11 42 A32 A43 13981 A65 A74 4 A92 A101 3 A123 44 A143 A152 1 A174 1 A192 A201 2
117 A11 10 A34 A42 1697 A65 A72 2 A92 A102 3 A121 95 A143 A151 2 A173 1 A191 A202 1
118 A11 33 A34 A42 7367 A63 A73 1 A92 A101 4 A123 31 A143 A152 2 A173 1 A191 A201 2
119 A12 12 A34 A40 8734 A63 A74 3 A91 A101 3 A123 64 A143 A152 1 A174 1 A192 A201 1
120 A11 21 A32 A43 6511 A61 A73 3 A92 A101 2 A121 35 A143 A152 2 A173 1 A192 A201 2
121 A14 24 A34 A41 6645 A61 A75 4 A92 A101 2 A123 54 A143 A151 2 A174 1 A192 A201 1
122 A14 12 A32 A42 8673 A61 A73 3 A93 A101 2 A121 59 A143 A151 1 A172 1 A191 A201 1
123 A13 10 A34 A40 6491 A61 A75 4 A93 A101 4 A124 84 A143 A153 2 A173 1 A192 A201 1
124 A12 18 A32 A42 19523 A65 A72 4 A92 A101 3 A121 47 A143 A151 1 A173 1 A191 A201 2
125 A11 12 A34 A40 2566 A61 A73 4 A93 A101 2 A122 74 A143 A152 2 A173 1 A191 A201 1
126 A11 12 A32 A43 2606 A61 A73 4 A94 A101 2 A121 43 A143 A152 1 A172 1 A191 A201 1
127 A12 12 A32 A45 7345 A61 A73 4 A93 A101 2 A123 34 A143 A152 1 A173 1 A191 A201 2
128 A12 12 A34 A41 5136 A61 A71 4 A93 A101 2 A123 44 A143 A152 2 A174 1 A192 A201 1
129 A11 12 A34 A40 10197 A61 A73 3 A92 A102 2 A121 40 A143 A152 2 A173 1 A191 A201 2
130 A12 48 A32 A40 6337 A65 A74 1 A92 A101 2 A123 69 A143 A152 1 A173 1 A191 A201 1
131 A11 36 A33 A46 15109 A61 A73 4 A93 A101 3 A122 46 A142 A152 1 A173 1 A192 A201 2
132 A14 15 A32 A42 7887 A61 A72 2 A93 A101 3 A122 38 A141 A152 2 A172 1 A191 A201 1
133 A14 18 A32 A42 423 A61 A73 4 A93 A101 4 A124 99 A141 A153 2 A173 1 A191 A201 1
134 A14 60 A32 A43 4718 A62 A74 2 A92 A101 4 A121 85 A143 A152 1 A173 1 A192 A201 1
135 A14 12 A34 A43 7887 A65 A75 4 A92 A101 2 A121 61 A143 A152 2 A173 1 A192 A201 1
136 A14 27 A33 A41 7934 A64 A73 2 A93 A101 2 A123 68 A143 A152 2 A173 1 A191 A201 1
137 A12 12 A32 A43 7937 A63 A73 4 A93 A101 3 A121 39 A143 A152 1 A172 1 A191 A201 2
138 A12 15 A34 A43 3219 A65 A74 4 A93 A103 2 A121 55 A141 A152 3 A173 1 A192 A201 1
139 A13 12 A32 A43 5837 A61 A73 2 A92 A101 2 A123 51 A143 A151 1 A172 1 A192 A201 1
140 A13 6 A32 A40 892 A64 A72 2 A94 A101 2 A121 85 A143 A152 1 A171 1 A191 A202 1
141 A12 36 A32 A43 1202 A61 A72 4 A92 A101 1 A124 74 A143 A152 1 A174 1 A192 A201 1
142 A11 27 A32 A43 2399 A61 A73 3 A93 A101 2 A123 73 A143 A152 1 A174 1 A191 A201 1
143 A11 18 A32 A42 18586 A61 A73 2 A93 A101 2 A123 34 A143 A152 1 A173 1 A191 A201 2
144 A14 21 A34 A42 4252 A61 A72 4 A92 A101 4 A122 47 A143 A152 1 A173 1 A192 A201 1
145 A12 48 A31 A49 6678 A62 A74 4 A93 A101 2 A123 57 A143 A152 1 A173 1 A191 A201 1
146 A11 6 A34 A40 1472 A61 A75 1 A92 A101 4 A124 61 A143 A152 2 A173 1 A192 A201 1
147 A14 12 A34 A40 6604 A62 A74 4 A92 A101 3 A123 47 A143 A152 2 A173 1 A192 A201 1
148 A11 36 A34 A42 6243 A61 A73 3 A93 A103 2 A122 51 A143 A152 2 A173 1 A191 A201 1
149 A14 18 A34 A43 4516 A64 A75 4 A93 A101 4 A123 52 A143 A152 2 A173 1 A191 A201 1
150 A14 6 A32 A43 473 A62 A75 2 A93 A101 4 A124 70 A141 A153 1 A173 2 A192 A201 1
151 A14 10 A32 A43 8839 A61 A73 1 A93 A101 4 A122 98 A143 A152 1 A173 1 A192 A202 1
152 A13 36 A32 A43 6502 A61 A73 4 A93 A101 1 A123 65 A143 A152 1 A173 1 A191 A201 1
153 A12 24 A34 A41 3684 A64 A75 2 A92 A101 4 A124 43 A143 A151 1 A173 1 A191 A201 1
154 A12 24 A33 A49 7326 A62 A74 4 A93 A101 4 A123 46 A143 A151 1 A174 1 A192 A201 1
155 A11 12 A32 A42 12333 A61 A73 2 A92 A101 4 A123 29 A143 A151 1 A173 1 A191 A201 2
156 A11 9 A34 A45 5943 A62 A75 3 A93 A103 4 A121 54 A143 A152 2 A173 2 A191 A202 1
157 A11 12 A31 A48 4033 A61 A75 4 A94 A101 1 A123 62 A141 A152 1 A172 1 A191 A201 1
158 A12 24 A32 A40 8131 A62 A74 2 A93 A101 3 A123 85 A141 A152 2 A173 1 A192 A201 1
159 A14 6 A34 A43 7666 A65 A73 1 A93 A101 2 A121 45 A143 A152 2 A172 2 A191 A201 1
160 A14 24 A34 A43 3766 A62 A75 3 A93 A101 4 A121 40 A143 A152 1 A173 2 A192 A201 1
161 A14 18 A34 A40 1226 A61 A72 4 A92 A101 1 A122 36 A143 A152 2 A173 1 A191 A201 1
162 A14 15 A32 A44 6670 A63 A74 4 A93 A101 3 A122 51 A143 A152 2 A173 1 A192 A201 1
163 A12 10 A32 A40 407 A61 A71 2 A93 A101 4 A124 98 A141 A153 1 A174 1 A192 A201 1
164 A14 36 A32 A40 958 A63 A75 4 A93 A101 4 A122 51 A143 A152 1 A173 1 A191 A201 1
165 A14 6 A32 A42 6812 A63 A73 1 A93 A101 2 A123 58 A143 A152 1 A173 1 A192 A201 1
166 A11 18 A32 A42 13702 A61 A71 4 A92 A101 2 A123 24 A143 A152 1 A173 1 A191 A201 2
167 A12 11 A32 A42 7251 A64 A72 4 A92 A101 1 A121 54 A143 A152 1 A173 1 A191 A201 1
168 A14 24 A32 A42 4042 A61 A74 2 A92 A101 4 A122 53 A143 A151 1 A173 1 A192 A201 1
169 A12 24 A34 A49 15346 A61 A75 4 A91 A101 4 A121 42 A143 A152 2 A173 1 A192 A201 2
170 A11 15 A30 A40 14710 A61 A75 4 A93 A101 3 A123 41 A143 A151 2 A173 2 A191 A201 2
171 A14 12 A32 A42 8056 A61 A73 4 A92 A101 1 A121 84 A143 A152 1 A173 1 A192 A201 1
172 A12 24 A33 A42 15685 A61 A71 3 A92 A101 2 A122 29 A143 A152 1 A174 1 A192 A201 2
173 A12 8 A32 A43 5997 A61 A73 4 A93 A103 2 A121 74 A143 A152 1 A173 1 A191 A202 1
174 A11 21 A33 A46 19972 A61 A72 2 A93 A101 1 A122 45 A143 A152 2 A173 1 A191 A201 2
175 A14 30 A31 A41 14835 A65 A71 4 A92 A101 1 A121 28 A141 A152 1 A174 1 A192 A201 2
176 A11 12 A32 A42 1057 A61 A73 2 A91 A101 1 A123 52 A143 A152 1 A173 1 A191 A201 1
177 A11 6 A34 A43 2739 A63 A75 4 A93 A101 4 A123 48 A143 A152 2 A173 1 A191 A201 1
178 A14 12 A32 A43 1275 A61 A74 4 A93 A101 2 A123 72 A143 A151 2 A174 2 A192 A201 1
179 A11 21 A34 A40 441 A61 A75 4 A93 A101 4 A121 58 A143 A152 2 A173 1 A191 A201 1
180 A14 36 A33 A49 18562 A61 A72 1 A91 A101 1 A123 47 A143 A152 2 A173 1 A191 A201 2
181 A12 36 A33 A49 6883 A61 A73 2 A91 A101 2 A121 40 A142 A152 2 A174 1 A192 A201 2
182 A11 21 A31 A40 6180 A65 A73 4 A93 A101 2 A122 32 A143 A152 2 A172 2 A191 A201 2
183 A14 24 A34 A42 4801 A64 A73 4 A93 A101 4 A121 86 A143 A152 1 A173 1 A192 A201 1
184 A12 18 A34 A40 9640 A61 A75 4 A93 A101 4 A123 31 A141 A152 1 A173 2 A192 A201 2
185 A14 15 A34 A43 3353 A61 A73 4 A93 A101 2 A122 86 A143 A152 2 A173 1 A191 A201 1
186 A12 9 A31 A41 13170 A61 A75 2 A92 A101 4 A124 38 A141 A153 1 A174 2 A192 A201 2
187 A12 16 A34 A40 6487 A61 A71 2 A93 A101 3 A123 86 A143 A153 3 A171 1 A192 A201 1
188 A11 12 A32 A43 14808 A62 A74 4 A94 A101 1 A122 32 A143 A152 1 A173 1 A191 A201 2
189 A12 18 A30 A42 7724 A61 A73 1 A92 A101 4 A123 64 A141 A152 2 A173 1 A192 A201 1
190 A14 24 A32 A49 18788 A64 A73 2 A93 A101 3 A122 18 A143 A152 3 A174 1 A192 A201 2
191 A12 48 A30 A49 17194 A62 A74 4 A93 A101 4 A124 31 A143 A153 1 A172 2 A191 A201 2
192 A12 27 A32 A49 8054 A61 A73 4 A93 A101 2 A123 20 A143 A152 1 A173 2 A192 A201 2
193 A14 6 A32 A43 7293 A61 A74 2 A94 A101 2 A121 48 A143 A151 1 A173 1 A191 A201 1
194 A12 45 A32 A43 17381 A62 A73 4 A93 A103 4 A122 18 A143 A151 1 A173 1 A191 A201 2
195 A12 9 A34 A46 13514 A61 A75 2 A92 A101 3 A123 33 A143 A152 2 A174 1 A192 A201 2
196 A14 6 A34 A43 8573 A61 A73 1 A92 A101 1 A123 46 A143 A152 2 A173 1 A192 A201 1
197 A12 12 A32 A42 10465 A62 A72 4 A92 A101 4 A123 36 A141 A151 4 A173 1 A191 A201 2
198 A12 24 A32 A41 8593 A65 A75 4 A93 A101 4 A124 69 A141 A153 1 A173 1 A192 A201 1
199 A12 18 A33 A42 9778 A61 A75 4 A91 A101 3 A124 26 A143 A152 1 A174 1 A192 A201 2
200 A14 9 A34 A46 3026 A63 A75 4 A93 A101 2 A123 93 A143 A152 2 A173 1 A192 A201 1
201 A11 12 A32 A40 8316 A61 A73 4 A94 A101 3 A121 91 A143 A152 1 A172 1 A191 A201 1
202 A14 27 A33 A49 7187 A61 A74 3 A93 A101 4 A123 93 A143 A152 2 A173 1 A191 A201 1
203 A11 12 A32 A48 11530 A61 A74 4 A94 A101 4 A122 37 A143 A151 1 A173 1 A191 A201 2
204 A14 12 A34 A40 1752 A61 A75 4 A93 A101 1 A121 88 A143 A152 2 A172 2 A191 A201 1
205 A11 30 A34 A41 1909 A61 A75 3 A93 A101 4 A124 43 A143 A153 3 A174 2 A192 A201 1
206 A14 12 A34 A42 5155 A61 A75 4 A93 A101 4 A121 98 A143 A152 3 A173 1 A192 A201 1
207 A12 12 A34 A44 1717 A61 A74 4 A93 A101 3 A122 99 A143 A152 1 A173 1 A191 A201 1
208 A11 24 A32 A49 2880 A61 A73 2 A94 A101 2 A123 49 A142 A152 1 A172 1 A191 A201 1
209 A14 12 A32 A41 6569 A64 A74 3 A93 A101 2 A122 64 A143 A152 1 A173 1 A191 A202 1
210 A14 9 A34 A43 7583 A65 A73 1 A93 A101 2 A121 96 A143 A152 2 A173 2 A191 A201 1
211 A14 36 A32 A43 7095 A65 A75 2 A92 A101 4 A121 90 A143 A152 1 A172 1 A192 A201 1
212 A11 27 A30 A49 13582 A61 A71 2 A93 A101 4 A122 30 A142 A152 2 A173 1 A192 A201 2
213 A13 30 A33 A49 14135 A61 A75 4 A93 A101 4 A121 41 A143 A152 1 A174 1 A192 A201 2
214 A14 36 A34 A43 2023 A65 A75 4 A93 A101 2 A123 51 A143 A152 1 A173 1 A192 A201 1
215 A12 6 A34 A48 7152 A65 A74 1 A92 A101 3 A122 84 A143 A152 2 A172 1 A191 A201 1
216 A11 18 A30 A49 7201 A61 A74 3 A93 A101 1 A122 39 A141 A152 1 A173 1 A192 A201 1
217 A13 36 A32 A43 3101 A61 A73 2 A93 A101 2 A121 55 A143 A152 1 A173 1 A192 A201 1
218 A11 24 A32 A42 360 A61 A73 2 A91 A101 2 A121 59 A143 A151 1 A172 1 A191 A201 1
219 A14 10 A32 A40 7999 A61 A73 2 A92 A101 4 A123 43 A143 A152 1 A173 1 A192 A201 1
220 A12 12 A32 A43 4089 A61 A72 4 A94 A103 1 A121 60 A141 A152 1 A172 1 A191 A201 1
221 A11 12 A32 A46 5943 A65 A73 4 A92 A101 4 A122 64 A141 A151 1 A173 1 A192 A201 1
222 A14 12 A32 A43 2006 A61 A73 4 A93 A101 2 A121 76 A141 A152 2 A173 1 A191 A201 1
223 A14 24 A33 A49 3252 A65 A73 4 A93 A101 4 A121 90 A143 A152 2 A173 2 A192 A201 1
224 A14 15 A32 A41 3178 A61 A73 3 A93 A101 2 A123 74 A143 A152 1 A173 1 A192 A201 1
225 A14 36 A30 A45 6453 A61 A73 4 A93 A101 2 A123 60 A143 A152 2 A173 1 A191 A201 1
226 A12 48 A32 A43 8502 A64 A74 1 A93 A102 2 A124 39 A141 A152 2 A173 1 A192 A201 2
227 A11 12 A32 A42 15044 A61 A75 4 A93 A101 4 A124 18 A143 A153 1 A174 1 A192 A201 2
228 A14 9 A32 A43 17102 A61 A74 4 A93 A101 2 A123 29 A143 A152 1 A173 1 A191 A201 2
229 A11 24 A32 A42 8973 A61 A72 4 A93 A101 1 A124 56 A141 A153 1 A173 1 A191 A201 1
230 A13 36 A32 A43 6720 A61 A73 4 A93 A101 2 A123 23 A143 A152 1 A173 1 A191 A201 2
231 A14 9 A32 A40 2677 A63 A75 2 A93 A101 4 A124 43 A143 A153 1 A172 1 A191 A201 1
232 A14 12 A32 A43 4594 A62 A74 3 A93 A101 1 A124 39 A143 A152 1 A173 1 A191 A201 1
233 A12 18 A32 A43 6997 A61 A73 4 A94 A103 2 A121 60 A143 A152 1 A172 1 A191 A201 1
234 A14 4 A34 A43 8866 A61 A74 2 A93 A101 1 A121 89 A143 A152 3 A172 2 A191 A201 1
235 A11 24 A32 A43 7248 A61 A71 4 A93 A101 2 A123 25 A142 A152 1 A174 2 A191 A201 2
236 A12 6 A32 A40 17785 A65 A71 1 A93 A101 2 A122 24 A143 A152 1 A171 1 A192 A201 2
237 A12 21 A32 A49 14151 A62 A75 4 A91 A101 2 A123 28 A141 A151 2 A172 1 A191 A201 2
238 A14 12 A34 A43 8988 A61 A73 4 A92 A101 2 A122 48 A143 A152 2 A173 1 A191 A201 1
239 A11 30 A32 A43 4931 A61 A75 1 A93 A103 3 A122 68 A143 A152 1 A173 2 A191 A201 1
240 A11 24 A32 A40 9147 A65 A75 4 A92 A101 2 A123 30 A141 A152 1 A173 1 A191 A201 2
